Date,States,Action_Buckets,Bucket_Value
2021-01-17,Maharashtra,114,200
2021-01-17,Nagaland,1,200
2021-01-18,Assam,31,200
2021-01-18,Delhi,16,200
2021-01-18,Jharkhand,33,200
2021-01-18,Maharashtra,114,200
2021-01-18,Nagaland,1,200
2021-01-19,Assam,31,200
2021-01-19,Delhi,16,200
2021-01-19,Jharkhand,33,200
2021-01-19,Maharashtra,114,200
2021-01-19,Nagaland,1,200
2021-01-20,Assam,31,200
2021-01-20,Delhi,16,200
2021-01-20,Jharkhand,33,200
2021-01-20,Maharashtra,114,200
2021-01-20,Nagaland,1,200
2021-01-21,Assam,31,200
2021-01-21,Delhi,16,200
2021-01-21,Jharkhand,33,200
2021-01-21,Maharashtra,114,200
2021-01-21,Nagaland,1,200
2021-01-22,Assam,31,200
2021-01-22,Delhi,16,200
2021-01-22,Jharkhand,33,200
2021-01-22,Maharashtra,114,200
2021-01-22,Nagaland,1,200
2021-01-23,Assam,31,200
2021-01-23,Delhi,16,200
2021-01-23,Jharkhand,33,200
2021-01-23,Maharashtra,114,200
2021-01-23,Nagaland,1,200
2021-01-24,Assam,31,200
2021-01-24,Delhi,16,200
2021-01-24,Jharkhand,33,200
2021-01-24,Maharashtra,114,200
2021-01-24,Nagaland,1,200
2021-01-25,Assam,31,200
2021-01-25,Delhi,16,200
2021-01-25,Jharkhand,33,200
2021-01-25,Maharashtra,114,200
2021-01-25,Nagaland,1,200
2021-01-26,Assam,31,200
2021-01-26,Delhi,16,200
2021-01-26,Jharkhand,33,200
2021-01-26,Maharashtra,114,200
2021-01-26,Nagaland,1,200
2021-01-27,Assam,31,200
2021-01-27,Delhi,16,200
2021-01-27,Jharkhand,33,200
2021-01-27,Maharashtra,114,200
2021-01-27,Nagaland,1,200
2021-01-28,Assam,31,200
2021-01-28,Delhi,16,200
2021-01-28,Jharkhand,33,200
2021-01-28,Maharashtra,114,200
2021-01-28,Nagaland,1,200
2021-01-29,Assam,31,200
2021-01-29,Delhi,16,200
2021-01-29,Jharkhand,33,200
2021-01-29,Maharashtra,114,200
2021-01-29,Nagaland,1,200
2021-01-30,Assam,31,200
2021-01-30,Delhi,16,200
2021-01-30,Jharkhand,33,200
2021-01-30,Maharashtra,114,200
2021-01-30,Nagaland,1,200
2021-01-31,Assam,31,200
2021-01-31,Delhi,16,200
2021-01-31,Jharkhand,33,200
2021-01-31,Maharashtra,114,200
2021-01-31,Nagaland,1,200
2020-12-27,Assam,47,300
2020-12-27,Delhi,24,300
2020-12-27,Jharkhand,50,300
2020-12-27,Maharashtra,171,300
2020-12-27,Nagaland,2,300
2020-12-28,Assam,47,300
2020-12-28,Delhi,24,300
2020-12-28,Jharkhand,50,300
2020-12-28,Maharashtra,171,300
2020-12-28,Nagaland,2,300
2020-12-29,Assam,47,300
2020-12-29,Delhi,24,300
2020-12-29,Jharkhand,50,300
2020-12-29,Maharashtra,171,300
2020-12-29,Nagaland,2,300
2020-12-30,Assam,47,300
2020-12-30,Delhi,24,300
2020-12-30,Jharkhand,50,300
2020-12-30,Maharashtra,171,300
2020-12-30,Nagaland,2,300
2020-12-31,Assam,47,300
2020-12-31,Delhi,24,300
2020-12-31,Jharkhand,50,300
2020-12-31,Maharashtra,171,300
2020-12-31,Nagaland,2,300
2021-01-01,Assam,47,300
2021-01-01,Delhi,24,300
2021-01-01,Jharkhand,50,300
2021-01-01,Maharashtra,171,300
2021-01-01,Nagaland,2,300
2021-01-02,Assam,47,300
2021-01-02,Delhi,24,300
2021-01-02,Jharkhand,50,300
2021-01-02,Maharashtra,171,300
2021-01-02,Nagaland,2,300
2021-01-03,Assam,47,300
2021-01-03,Delhi,24,300
2021-01-03,Jharkhand,50,300
2021-01-03,Maharashtra,171,300
2021-01-03,Nagaland,2,300
2021-01-04,Assam,47,300
2021-01-04,Delhi,24,300
2021-01-04,Jharkhand,50,300
2021-01-04,Maharashtra,171,300
2021-01-04,Nagaland,2,300
2021-01-05,Assam,47,300
2021-01-05,Delhi,24,300
2021-01-05,Jharkhand,50,300
2021-01-05,Maharashtra,171,300
2021-01-05,Nagaland,2,300
2021-01-06,Assam,47,300
2021-01-06,Delhi,24,300
2021-01-06,Jharkhand,50,300
2021-01-06,Maharashtra,171,300
2021-01-06,Nagaland,2,300
2021-01-07,Assam,47,300
2021-01-07,Delhi,24,300
2021-01-07,Jharkhand,50,300
2021-01-07,Maharashtra,171,300
2021-01-07,Nagaland,2,300
2021-01-08,Assam,47,300
2021-01-08,Delhi,24,300
2021-01-08,Jharkhand,50,300
2021-01-08,Maharashtra,171,300
2021-01-08,Nagaland,2,300
2021-01-09,Assam,47,300
2021-01-09,Delhi,24,300
2021-01-09,Jharkhand,50,300
2021-01-09,Maharashtra,171,300
2021-01-09,Nagaland,2,300
2021-01-10,Assam,47,300
2021-01-10,Delhi,24,300
2021-01-10,Jharkhand,50,300
2021-01-10,Maharashtra,171,300
2021-01-10,Nagaland,2,300
2021-01-11,Assam,47,300
2021-01-11,Delhi,24,300
2021-01-11,Jharkhand,50,300
2021-01-11,Maharashtra,171,300
2021-01-11,Nagaland,2,300
2021-01-12,Assam,47,300
2021-01-12,Delhi,24,300
2021-01-12,Jharkhand,50,300
2021-01-12,Maharashtra,171,300
2021-01-12,Nagaland,2,300
2021-01-13,Assam,47,300
2021-01-13,Delhi,24,300
2021-01-13,Jharkhand,50,300
2021-01-13,Maharashtra,171,300
2021-01-13,Nagaland,2,300
2021-01-14,Assam,47,300
2021-01-14,Delhi,24,300
2021-01-14,Jharkhand,50,300
2021-01-14,Maharashtra,171,300
2021-01-14,Nagaland,2,300
2021-01-15,Assam,47,300
2021-01-15,Delhi,24,300
2021-01-15,Jharkhand,50,300
2021-01-15,Maharashtra,171,300
2021-01-15,Nagaland,2,300
2021-01-16,Assam,47,300
2021-01-16,Delhi,24,300
2021-01-16,Jharkhand,50,300
2021-01-16,Maharashtra,171,300
2021-01-16,Nagaland,2,300
2021-01-17,Assam,47,300
2021-01-17,Delhi,24,300
2021-01-17,Jharkhand,50,300
2021-01-17,Maharashtra,171,300
2021-01-17,Nagaland,2,300
2021-01-18,Assam,47,300
2021-01-18,Delhi,24,300
2021-01-18,Jharkhand,50,300
2021-01-18,Maharashtra,171,300
2021-01-18,Nagaland,2,300
2021-01-19,Assam,47,300
2021-01-19,Delhi,24,300
2021-01-19,Jharkhand,50,300
2021-01-19,Maharashtra,171,300
2021-01-19,Nagaland,2,300
2021-01-20,Assam,47,300
2021-01-20,Delhi,24,300
2021-01-20,Jharkhand,50,300
2021-01-20,Maharashtra,171,300
2021-01-20,Nagaland,2,300
2021-01-21,Assam,47,300
2021-01-21,Delhi,24,300
2021-01-21,Jharkhand,50,300
2021-01-21,Maharashtra,171,300
2021-01-21,Nagaland,2,300
2021-01-22,Assam,47,300
2021-01-22,Delhi,24,300
2021-01-22,Jharkhand,50,300
2021-01-22,Maharashtra,171,300
2021-01-22,Nagaland,2,300
2021-01-23,Assam,47,300
2021-01-23,Delhi,24,300
2021-01-23,Jharkhand,50,300
2021-01-23,Maharashtra,171,300
2021-01-23,Nagaland,2,300
2021-01-24,Assam,47,300
2021-01-24,Delhi,24,300
2021-01-24,Jharkhand,50,300
2021-01-24,Maharashtra,171,300
2021-01-24,Nagaland,2,300
2021-01-25,Assam,47,300
2021-01-25,Delhi,24,300
2021-01-25,Jharkhand,50,300
2021-01-25,Maharashtra,171,300
2021-01-25,Nagaland,2,300
2021-01-26,Assam,47,300
2021-01-26,Delhi,24,300
2021-01-26,Jharkhand,50,300
2021-01-26,Maharashtra,171,300
2021-01-26,Nagaland,2,300
2021-01-27,Assam,47,300
2021-01-27,Delhi,24,300
2021-01-27,Jharkhand,50,300
2021-01-27,Maharashtra,171,300
2021-01-27,Nagaland,2,300
2021-01-28,Assam,47,300
2021-01-28,Delhi,24,300
2021-01-28,Jharkhand,50,300
2021-01-28,Maharashtra,171,300
2021-01-28,Nagaland,2,300
2021-01-29,Assam,47,300
2021-01-29,Delhi,24,300
2021-01-29,Jharkhand,50,300
2021-01-29,Maharashtra,171,300
2021-01-29,Nagaland,2,300
2021-01-30,Assam,47,300
2021-01-30,Delhi,24,300
2021-01-30,Jharkhand,50,300
2021-01-30,Maharashtra,171,300
2021-01-30,Nagaland,2,300
2021-01-31,Assam,47,300
2021-01-31,Delhi,24,300
2021-01-31,Jharkhand,50,300
2021-01-31,Maharashtra,171,300
2021-01-31,Nagaland,2,300
2020-12-27,Assam,64,400
2020-12-27,Delhi,33,400
2020-12-27,Jharkhand,68,400
2020-12-27,Maharashtra,228,400
2020-12-27,Nagaland,3,400
2020-12-28,Assam,64,400
2020-12-28,Delhi,33,400
2020-12-28,Jharkhand,68,400
2020-12-28,Maharashtra,228,400
2020-12-28,Nagaland,3,400
2020-12-29,Assam,64,400
2020-12-29,Delhi,33,400
2020-12-29,Jharkhand,68,400
2020-12-29,Maharashtra,228,400
2020-12-29,Nagaland,3,400
2020-12-30,Assam,64,400
2020-12-30,Delhi,33,400
2020-12-30,Jharkhand,68,400
2020-12-30,Maharashtra,228,400
2020-12-30,Nagaland,3,400
2020-12-31,Assam,64,400
2020-12-31,Delhi,33,400
2020-12-31,Jharkhand,68,400
2020-12-31,Maharashtra,228,400
2020-12-31,Nagaland,3,400
2021-01-01,Assam,64,400
2021-01-01,Delhi,33,400
2021-01-01,Jharkhand,68,400
2021-01-01,Maharashtra,228,400
2021-01-01,Nagaland,3,400
2021-01-02,Assam,64,400
2021-01-02,Delhi,33,400
2021-01-02,Jharkhand,68,400
2021-01-02,Maharashtra,228,400
2021-01-02,Nagaland,3,400
2021-01-03,Assam,64,400
2021-01-03,Delhi,33,400
2021-01-03,Jharkhand,68,400
2021-01-03,Maharashtra,228,400
2021-01-03,Nagaland,3,400
2021-01-04,Assam,64,400
2021-01-04,Delhi,33,400
2021-01-04,Jharkhand,68,400
2021-01-04,Maharashtra,228,400
2021-01-04,Nagaland,3,400
2021-01-05,Assam,64,400
2021-01-05,Delhi,33,400
2021-01-05,Jharkhand,68,400
2021-01-05,Maharashtra,228,400
2021-01-05,Nagaland,3,400
2021-01-06,Assam,64,400
2021-01-06,Delhi,33,400
2021-01-06,Jharkhand,68,400
2021-01-06,Maharashtra,228,400
2021-01-06,Nagaland,3,400
2021-01-07,Assam,64,400
2021-01-07,Delhi,33,400
2021-01-07,Jharkhand,68,400
2021-01-07,Maharashtra,228,400
2021-01-07,Nagaland,3,400
2021-01-08,Assam,64,400
2021-01-08,Delhi,33,400
2021-01-08,Jharkhand,68,400
2021-01-08,Maharashtra,228,400
2021-01-08,Nagaland,3,400
2021-01-09,Assam,64,400
2021-01-09,Delhi,33,400
2021-01-09,Jharkhand,68,400
2021-01-09,Maharashtra,228,400
2021-01-09,Nagaland,3,400
2021-01-10,Assam,64,400
2021-01-10,Delhi,33,400
2021-01-10,Jharkhand,68,400
2021-01-10,Maharashtra,228,400
2021-01-10,Nagaland,3,400
2021-01-11,Assam,64,400
2021-01-11,Delhi,33,400
2021-01-11,Jharkhand,68,400
2021-01-11,Maharashtra,228,400
2021-01-11,Nagaland,3,400
2021-01-12,Assam,64,400
2021-01-12,Delhi,33,400
2021-01-12,Jharkhand,68,400
2021-01-12,Maharashtra,228,400
2021-01-12,Nagaland,3,400
2021-01-13,Assam,64,400
2021-01-13,Delhi,33,400
2021-01-13,Jharkhand,68,400
2021-01-13,Maharashtra,228,400
2021-01-13,Nagaland,3,400
2021-01-14,Assam,64,400
2021-01-14,Delhi,33,400
2021-01-14,Jharkhand,68,400
2021-01-14,Maharashtra,228,400
2021-01-14,Nagaland,3,400
2021-01-15,Assam,64,400
2021-01-15,Delhi,33,400
2021-01-15,Jharkhand,68,400
2021-01-15,Maharashtra,228,400
2021-01-15,Nagaland,3,400
2021-01-16,Assam,64,400
2021-01-16,Delhi,33,400
2021-01-16,Jharkhand,68,400
2021-01-16,Maharashtra,228,400
2021-01-16,Nagaland,3,400
2021-01-17,Assam,64,400
2021-01-17,Delhi,33,400
2021-01-17,Jharkhand,68,400
2021-01-17,Maharashtra,228,400
2021-01-17,Nagaland,3,400
2021-01-18,Assam,64,400
2021-01-18,Delhi,33,400
2021-01-18,Jharkhand,68,400
2021-01-18,Maharashtra,228,400
2021-01-18,Nagaland,3,400
2021-01-19,Assam,64,400
2021-01-19,Delhi,33,400
2021-01-19,Jharkhand,68,400
2021-01-19,Maharashtra,228,400
2021-01-19,Nagaland,3,400
2021-01-20,Assam,64,400
2021-01-20,Delhi,33,400
2021-01-20,Jharkhand,68,400
2021-01-20,Maharashtra,228,400
2021-01-20,Nagaland,3,400
2021-01-21,Assam,64,400
2021-01-21,Delhi,33,400
2021-01-21,Jharkhand,68,400
2021-01-21,Maharashtra,228,400
2021-01-21,Nagaland,3,400
2021-01-22,Assam,64,400
2021-01-22,Delhi,33,400
2021-01-22,Jharkhand,68,400
2021-01-22,Maharashtra,228,400
2021-01-22,Nagaland,3,400
2021-01-23,Assam,64,400
2021-01-23,Delhi,33,400
2021-01-23,Jharkhand,68,400
2021-01-23,Maharashtra,228,400
2021-01-23,Nagaland,3,400
2021-01-24,Assam,64,400
2021-01-24,Delhi,33,400
2021-01-24,Jharkhand,68,400
2021-01-24,Maharashtra,228,400
2021-01-24,Nagaland,3,400
2021-01-25,Assam,64,400
2021-01-25,Delhi,33,400
2021-01-25,Jharkhand,68,400
2021-01-25,Maharashtra,228,400
2021-01-25,Nagaland,3,400
2021-01-26,Assam,64,400
2021-01-26,Delhi,33,400
2021-01-26,Jharkhand,68,400
2021-01-26,Maharashtra,228,400
2021-01-26,Nagaland,3,400
2021-01-27,Assam,64,400
2021-01-27,Delhi,33,400
2021-01-27,Jharkhand,68,400
2021-01-27,Maharashtra,228,400
2021-01-27,Nagaland,3,400
2021-01-28,Assam,64,400
2021-01-28,Delhi,33,400
2021-01-28,Jharkhand,68,400
2021-01-28,Maharashtra,228,400
2021-01-28,Nagaland,3,400
2021-01-29,Assam,64,400
2021-01-29,Delhi,33,400
2021-01-29,Jharkhand,68,400
2021-01-29,Maharashtra,228,400
2021-01-29,Nagaland,3,400
2021-01-30,Assam,64,400
2021-01-30,Delhi,33,400
2021-01-30,Jharkhand,68,400
2021-01-30,Maharashtra,228,400
2021-01-30,Nagaland,3,400
2021-01-31,Assam,64,400
2021-01-31,Delhi,33,400
2021-01-31,Jharkhand,68,400
2021-01-31,Maharashtra,228,400
2021-01-31,Nagaland,3,400
2020-12-27,Assam,80,500
2020-12-27,Delhi,41,500
2020-12-27,Jharkhand,85,500
2020-12-27,Maharashtra,286,500
2020-12-27,Nagaland,4,500
2020-12-28,Assam,80,500
2020-12-28,Delhi,41,500
2020-12-28,Jharkhand,85,500
2020-12-28,Maharashtra,286,500
2020-12-28,Nagaland,4,500
2020-12-29,Assam,80,500
2020-12-29,Delhi,41,500
2020-12-29,Jharkhand,85,500
2020-12-29,Maharashtra,286,500
2020-12-29,Nagaland,4,500
2020-12-30,Assam,80,500
2020-12-30,Delhi,41,500
2020-12-30,Jharkhand,85,500
2020-12-30,Maharashtra,286,500
2020-12-30,Nagaland,4,500
2020-12-31,Assam,80,500
2020-12-31,Delhi,41,500
2020-12-31,Jharkhand,85,500
2020-12-31,Maharashtra,286,500
2020-12-31,Nagaland,4,500
2021-01-01,Assam,80,500
2021-01-01,Delhi,41,500
2021-01-01,Jharkhand,85,500
2021-01-01,Maharashtra,286,500
2021-01-01,Nagaland,4,500
2021-01-02,Assam,80,500
2021-01-02,Delhi,41,500
2021-01-02,Jharkhand,85,500
2021-01-02,Maharashtra,286,500
2021-01-02,Nagaland,4,500
2021-01-03,Assam,80,500
2021-01-03,Delhi,41,500
2021-01-03,Jharkhand,85,500
2021-01-03,Maharashtra,286,500
2021-01-03,Nagaland,4,500
2021-01-04,Assam,80,500
2021-01-04,Delhi,41,500
2021-01-04,Jharkhand,85,500
2021-01-04,Maharashtra,286,500
2021-01-04,Nagaland,4,500
2021-01-05,Assam,80,500
2021-01-05,Delhi,41,500
2021-01-05,Jharkhand,85,500
2021-01-05,Maharashtra,286,500
2021-01-05,Nagaland,4,500
2021-01-06,Assam,80,500
2021-01-06,Delhi,41,500
2021-01-06,Jharkhand,85,500
2021-01-06,Maharashtra,286,500
2021-01-06,Nagaland,4,500
2021-01-07,Assam,80,500
2021-01-07,Delhi,41,500
2021-01-07,Jharkhand,85,500
2021-01-07,Maharashtra,286,500
2021-01-07,Nagaland,4,500
2021-01-08,Assam,80,500
2021-01-08,Delhi,41,500
2021-01-08,Jharkhand,85,500
2021-01-08,Maharashtra,286,500
2021-01-08,Nagaland,4,500
2021-01-09,Assam,80,500
2021-01-09,Delhi,41,500
2021-01-09,Jharkhand,85,500
2021-01-09,Maharashtra,286,500
2021-01-09,Nagaland,4,500
2021-01-10,Assam,80,500
2021-01-10,Delhi,41,500
2021-01-10,Jharkhand,85,500
2021-01-10,Maharashtra,286,500
2021-01-10,Nagaland,4,500
2021-01-11,Assam,80,500
2021-01-11,Delhi,41,500
2021-01-11,Jharkhand,85,500
2021-01-11,Maharashtra,286,500
2021-01-11,Nagaland,4,500
2021-01-12,Assam,80,500
2021-01-12,Delhi,41,500
2021-01-12,Jharkhand,85,500
2021-01-12,Maharashtra,286,500
2021-01-12,Nagaland,4,500
2021-01-13,Assam,80,500
2021-01-13,Delhi,41,500
2021-01-13,Jharkhand,85,500
2021-01-13,Maharashtra,286,500
2021-01-13,Nagaland,4,500
2021-01-14,Assam,80,500
2021-01-14,Delhi,41,500
2021-01-14,Jharkhand,85,500
2021-01-14,Maharashtra,286,500
2021-01-14,Nagaland,4,500
2021-01-15,Assam,80,500
2021-01-15,Delhi,41,500
2021-01-15,Jharkhand,85,500
2021-01-15,Maharashtra,286,500
2021-01-15,Nagaland,4,500
2021-01-16,Assam,80,500
2021-01-16,Delhi,41,500
2021-01-16,Jharkhand,85,500
2021-01-16,Maharashtra,286,500
2021-01-16,Nagaland,4,500
2021-01-17,Assam,80,500
2021-01-17,Delhi,41,500
2021-01-17,Jharkhand,85,500
2021-01-17,Maharashtra,286,500
2021-01-17,Nagaland,4,500
2021-01-18,Assam,80,500
2021-01-18,Delhi,41,500
2021-01-18,Jharkhand,85,500
2021-01-18,Maharashtra,286,500
2021-01-18,Nagaland,4,500
2021-01-19,Assam,80,500
2021-01-19,Delhi,41,500
2021-01-19,Jharkhand,85,500
2021-01-19,Maharashtra,286,500
2021-01-19,Nagaland,4,500
2021-01-20,Assam,80,500
2021-01-20,Delhi,41,500
2021-01-20,Jharkhand,85,500
2021-01-20,Maharashtra,286,500
2021-01-20,Nagaland,4,500
2021-01-21,Assam,80,500
2021-01-21,Delhi,41,500
2021-01-21,Jharkhand,85,500
2021-01-21,Maharashtra,286,500
2021-01-21,Nagaland,4,500
2021-01-22,Assam,80,500
2021-01-22,Delhi,41,500
2021-01-22,Jharkhand,85,500
2021-01-22,Maharashtra,286,500
2021-01-22,Nagaland,4,500
2021-01-23,Assam,80,500
2021-01-23,Delhi,41,500
2021-01-23,Jharkhand,85,500
2021-01-23,Maharashtra,286,500
2021-01-23,Nagaland,4,500
2021-01-24,Assam,80,500
2021-01-24,Delhi,41,500
2021-01-24,Jharkhand,85,500
2021-01-24,Maharashtra,286,500
2021-01-24,Nagaland,4,500
2021-01-25,Assam,80,500
2021-01-25,Delhi,41,500
2021-01-25,Jharkhand,85,500
2021-01-25,Maharashtra,286,500
2021-01-25,Nagaland,4,500
2021-01-26,Assam,80,500
2021-01-26,Delhi,41,500
2021-01-26,Jharkhand,85,500
2021-01-26,Maharashtra,286,500
2021-01-26,Nagaland,4,500
2021-01-27,Assam,80,500
2021-01-27,Delhi,41,500
2021-01-27,Jharkhand,85,500
2021-01-27,Maharashtra,286,500
2021-01-27,Nagaland,4,500
2021-01-28,Assam,80,500
2021-01-28,Delhi,41,500
2021-01-28,Jharkhand,85,500
2021-01-28,Maharashtra,286,500
2021-01-28,Nagaland,4,500
2021-01-29,Assam,80,500
2021-01-29,Delhi,41,500
2021-01-29,Jharkhand,85,500
2021-01-29,Maharashtra,286,500
2021-01-29,Nagaland,4,500
2021-01-30,Assam,80,500
2021-01-30,Delhi,41,500
2021-01-30,Jharkhand,85,500
2021-01-30,Maharashtra,286,500
2021-01-30,Nagaland,4,500
2021-01-31,Assam,80,500
2021-01-31,Delhi,41,500
2021-01-31,Jharkhand,85,500
2021-01-31,Maharashtra,286,500
2021-01-31,Nagaland,4,500
